\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_07_701.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_07_701.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_07_701.jpg,0,0,0,1.094397E-05
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_07_775.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_07_775.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_07_775.jpg,0,0,0,1.201031E-06
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_07_850.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_07_850.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_07_850.jpg,0,0,0,2.414883E-06
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_07_923.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_07_923.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_07_923.jpg,0,0,0,3.781402E-06
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_07_998.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_07_998.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_07_998.jpg,0,0,0,8.829672E-06
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_069.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_069.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_069.jpg,0,0,0,1.749458E-05
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_143.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_143.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_143.jpg,0,0,0,1.104498E-05
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_220.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_220.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_220.jpg,0,0,0,5.36802E-07
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_291.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_291.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_291.jpg,0,0,0,1.837116E-06
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_364.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_364.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_364.jpg,0,0,0,1.233018E-05
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_463.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_463.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_463.jpg,0,0.07052638,0,0.0419445
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_532.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_532.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_532.jpg,0,0.3036796,0,0.2408115
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_601.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_601.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_601.jpg,0,0.4782763,0,0.5512466
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_692.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_692.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_692.jpg,0,0.7767415,0,1.256782
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_764.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_764.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_764.jpg,0,0.9582471,0,1.863191
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_837.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_837.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_837.jpg,-0.05,1,0,2.762112
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_908.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_908.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_908.jpg,-0.25,1,0,3.688501
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_08_981.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_08_981.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_08_981.jpg,0,1,0,4.383537
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_052.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_052.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_052.jpg,0,1,0,5.313299
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_121.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_121.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_121.jpg,0,1,0,6.006441
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_190.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_190.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_190.jpg,0,1,0,6.92438
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_257.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_257.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_257.jpg,0,1,0,7.60815
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_326.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_326.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_326.jpg,-0.1,1,0,8.285824
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_397.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_397.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_397.jpg,-0.3,1,0,9.163586
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_472.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_472.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_472.jpg,-0.5000001,1,0,10.00644
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_545.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_545.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_545.jpg,0,1,0,10.6136
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_619.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_619.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_619.jpg,0,1,0,11.56373
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_686.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_686.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_686.jpg,0,1,0,11.87871
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_760.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_760.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_760.jpg,0,1,0,12.92518
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_836.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_836.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_836.jpg,0,1,0,13.84811
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_904.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_904.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_904.jpg,-0.15,1,0,14.40259
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_09_984.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_09_984.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_09_984.jpg,-0.35,1,0,15.22598
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_053.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_053.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_053.jpg,-0.5500001,1,0,15.973
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_127.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_127.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_127.jpg,0,1,0,16.61326
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_199.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_199.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_199.jpg,0,1,0,17.43757
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_270.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_270.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_270.jpg,0,1,0,18.28334
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_346.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_346.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_346.jpg,0,1,0,18.76181
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_417.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_417.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_417.jpg,-0.05,1,0,19.58784
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_484.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_484.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_484.jpg,-0.2,1,0,20.29539
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_555.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_555.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_555.jpg,-0.4,1,0,21.01879
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_631.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_631.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_631.jpg,-0.6000001,1,0,21.66911
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_699.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_699.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_699.jpg,0,1,0,22.18034
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_775.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_775.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_775.jpg,0,1,0,22.96187
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_843.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_843.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_843.jpg,0,1,0,23.56262
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_913.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_913.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_913.jpg,-0.15,1,0,24.33199
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_10_998.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_10_998.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_10_998.jpg,-0.35,1,0,25.04754
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_064.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_064.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_064.jpg,-0.5000001,1,0,25.52762
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_142.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_142.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_142.jpg,-0.7,1,0,26.09172
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_214.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_214.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_214.jpg,0,1,0,26.78888
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_291.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_291.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_291.jpg,0,1,0,27.52616
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_369.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_369.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_369.jpg,0,1,0,28.26933
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_445.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_445.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_445.jpg,0,0.8015623,0,28.76514
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_515.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_515.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_515.jpg,0,0.5621279,0,29.21029
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_590.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_590.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_590.jpg,-0.2,0.3362829,0,29.39503
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_664.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_664.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_664.jpg,-0.35,0.1469747,0,29.33867
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_745.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_745.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_745.jpg,-0.5500001,0,0,28.99361
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_817.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_817.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_817.jpg,0,0,0,28.73374
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_886.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_886.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_886.jpg,-0.15,0,0,28.56008
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_11_963.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_11_963.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_11_963.jpg,-0.35,0,0,28.2905
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_036.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_036.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_036.jpg,0,0,0,28.0526
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_114.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_114.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_114.jpg,0,0,0,27.82497
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_192.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_192.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_192.jpg,0,0,0,27.60084
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_268.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_268.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_268.jpg,-0.2,0,0,27.36401
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_344.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_344.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_344.jpg,-0.35,0,0,27.14455
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_413.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_413.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_413.jpg,0,0,0,26.91805
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_498.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_498.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_498.jpg,-0.1,0,0,26.69969
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_566.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_566.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_566.jpg,-0.25,0,0,26.51721
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_643.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_643.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_643.jpg,0,0,0,26.23339
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_725.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_725.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_725.jpg,0,0,0,26.01488
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_803.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_803.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_803.jpg,0,0,0,25.80394
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_873.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_873.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_873.jpg,-0.15,0,0,25.59095
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_12_950.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_12_950.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_12_950.jpg,0,0,0,25.38402
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_020.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_020.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_020.jpg,0,0,0,25.23056
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_108.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_108.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_108.jpg,-0.15,0,0,25.02056
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_190.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_190.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_190.jpg,-0.4,0,0,24.68054
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_272.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_272.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_272.jpg,0,0,0,24.43388
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_358.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_358.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_358.jpg,0,0,0,24.23225
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_424.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_424.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_424.jpg,0,0,0,24.08492
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_495.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_495.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_495.jpg,0,0,0,23.88532
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_566.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_566.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_566.jpg,0,0,0,23.74088
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_634.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_634.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_634.jpg,0,0,0,23.5497
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_719.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_719.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_719.jpg,0,0.244837,0,23.47151
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_792.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_792.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_792.jpg,0,0.389282,0,23.64955
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_871.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_871.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_871.jpg,0,0.1519058,0,23.7046
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_13_950.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_13_950.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_13_950.jpg,0,0.0414975,0,23.55662
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_017.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_017.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_017.jpg,0,0.2437129,0,23.51146
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_095.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_095.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_095.jpg,0,0.3205319,0,23.65508
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_162.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_162.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_162.jpg,-0.1,0.1582716,0,23.68083
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_236.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_236.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_236.jpg,-0.3,0,0,23.4947
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_310.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_310.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_310.jpg,-0.5000001,0,0,23.19178
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_389.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_389.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_389.jpg,-0.7,0,0,22.81848
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_459.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_459.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_459.jpg,0,0,0,22.54251
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_532.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_532.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_532.jpg,0,0,0,22.29976
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_609.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_609.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_609.jpg,0,0,0,22.11282
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_689.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_689.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_689.jpg,0,0,0,21.94461
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_768.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_768.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_768.jpg,0,0.09351187,0,21.88384
\\Mac\Home\Desktop\IMG\center_2024_01_12_23_56_14_842.jpg,\\Mac\Home\Desktop\IMG\left_2024_01_12_23_56_14_842.jpg,\\Mac\Home\Desktop\IMG\right_2024_01_12_23_56_14_842.jpg,0,0,0,21.6432
